user_id,VIN,Make,Model,Trim,transmission Type,Drive Type,BodyType,year,StockNumber,Interior Type,InteriorColor,color,EnginerDescription,cylinder,Cost,Wholesale,price,miles,Purchase Date,description,NewUsed,Certified Pre Owned,image,Options
2,2G1WC581669269168,Chevrolet,Impala,3LT,Automatic,FWD,Sedan,2006,2264,,,Blue,3.9L V6 OHV 12V,6,0,8995,8995,93000,6/24/2014 16:25,,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/4627887/635443210104886677.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/635443210107070691.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/635443210111750721.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/635443210112686727.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/635443210113466732.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/1431113528142.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/1431113533346.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/1431113538161.jpg,http://imagescdn.dealercarsearch.com/Media/9315/4627887/1431113558128.jpg","Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,Cargo Net,CD,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Driver Multi-Adjustable Power Seat,Fog Lights,Front Air Dam,Interval Wipers,Keyless Entry,Leather Steering Wheel,Passenger Airbag,Power Locks,Power Mirrors,Power Windows,Rear Defroster,Remote Ignition,Second Row Folding Seat,Separate Driver/Front Passenger Climate Controls,Side Head Curtain Airbag,Steering Wheel Mounted Controls,Tachometer,Telematics System,Tilt Wheel,Tire Pressure Monitor,Traction Control,Trip Computer,Trunk Anti-Trap Device,Voice Activated Telephone"
2,WAUMV94EX8N004310,Audi,A8,L,Automatic,AWD,Sedan,2008,2441,,,Black,4.2L V8 DOHC 40V,8,0,21999,21999,99000,6/16/2015 14:05,Great Car! V8 AWD ABS CRUISE ALL POWER HEATED/COOLED SEATS LEATHER PREMIUM PACKAGE AC BLUE TOOTH BOSE SYSTEM NAVIGATION. GUARANTEED FINANCING WITH PROOF OF INCOME AND DOWN PAYMENT! CALL 315-458-3582 FOR MORE INFORMATION! ,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/6084525/635708365097796586.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6084525/635708365112171586.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6084525/635708365127327836.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6084525/635708365143421586.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6084525/635708365158890336.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6084525/635708365173265336.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6084525/635708365186390336.jpg","4x4,Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,Automatic Load-Leveling,Cargo Area Tiedowns,Cargo Net,CD,CD Changer,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Driver Multi-Adjustable Power Seat,Electrochromic Exterior Rearview Mirror,Electrochromic Interior Rearview Mirror,Electronic Brake Assistance,First Aid Kit,Fog Lights,Front Air Dam,Front Power Lumbar Support,Front Power Memory Seat,Front Side Airbag,Full Size Spare Tire,Heated Exterior Mirror,Heated Seats,High Intensity Discharge Headlights,Interval Wipers,Keyless Entry,Leather Seats,Leather Steering Wheel,Locking Differential,Navigation,Passenger Airbag,Passenger Multi-Adjustable Power Seat,Power Locks,Power Mirrors,Power Trunk Lid,Power Windows,Rain Sensing Wipers,Rear Defroster,Second Row Heated Seat,Second Row Side Airbag,Separate Driver/Front Passenger Climate Controls,Side Head Curtain Airbag,Steering Wheel Mounted Controls,Subwoofer,Sun Roof,Tachometer,Telescopic Steering Column,Tilt Wheel,Tire Pressure Monitor,Traction Control,Trip Computer,Trunk Anti-Trap Device,Vehicle Stability Control System,Woodgrain"
2,1GNDT13S042439356,Chevrolet,TrailBlazer,LT 4WD,Automatic,4WD,SUV,2004,2415,,,White,4.2L L6 DOHC 24V,6,0,7999,8999,103000,5/8/2015 14:59,,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/5928766/1434575272702.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928766/1434575282789.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928766/1434575292830.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928766/1434575308422.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928766/1434575325024.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928766/1434575332921.jpg","4x4,Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,Cargo Area Tiedowns,CD,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Driver Multi-Adjustable Power Seat,Fog Lights,Front Air Dam,Full Size Spare Tire,Heated Exterior Mirror,Interval Wipers,Keyless Entry,Load Bearing Exterior Rack,Passenger Airbag,Power Locks,Power Mirrors,Power Windows,Rear Defroster,Rear Wiper,Second Row Folding Seat,Separate Driver/Front Passenger Climate Controls,Tachometer,Tilt Wheel,Tinted Windows,Tow Package"
2,1G1ZK577384287851,Chevrolet,Malibu,LTZ,Automatic,FWD,Sedan,2008,2466,,,Blue,3.6L V6 DOHC 24V,6,0,9999,10999,107811,7/16/2015 13:09,FWD V6 ABS AC POWER CRUISE LEATHER ALLOY WHEELS. SHARP CAR! GUARANTEED FINANCING WITH PROOF OF INCOME AND DOWN PAYMENT! CALL 315-458-3582,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/6210108/635744713950040366.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6210108/635744713977540014.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6210108/635744714004570918.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6210108/635744714033633046.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6210108/635744714055195270.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6210108/635744714079726206.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6210108/635744714109257078.jpg","Adjustable Pedals,Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,Cargo Net,CD,CD Changer,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Driver Multi-Adjustable Power Seat,Electrochromic Interior Rearview Mirror,Electronic Brake Assistance,Fog Lights,Front Air Dam,Front Side Airbag,Heated Seats,Interval Wipers,Keyless Entry,Leather Seats,Leather Steering Wheel,Passenger Airbag,Power Locks,Power Mirrors,Power Windows,Rear Defroster,Remote Ignition,Second Row Folding Seat,Side Head Curtain Airbag,Steel Wheels,Steering Wheel Mounted Controls,Subwoofer,Tachometer,Telematics System,Telescopic Steering Column,Tilt Wheel,Tire Pressure Monitor,Traction Control,Trip Computer,Trunk Anti-Trap Device,Vehicle Stability Control System,Voice Activated Telephone"
2,3N1AB6AP0CL748142,Nissan,Sentra,2.0 SR,Automatic,FWD,Sedan,2012,2436,,,Rd,2.0L L4 DOHC 16V,4,0,10499,10499,93000,5/28/2015 13:55,NICE 1 OWNER CAR!! CLEAN HISTORY!! GREAT ON GAS!! POWER WINDOWS  LOCKS  MP3  A/C  TILT  CRUISE  ABS  & MORE!! GUARANTEED FINANCING W/DOWN PAYMENT & PROOF OF INCOME!! CALL (315) 458-3582 FOR MORE INFO!!,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/6004131/635773141867076881.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6004131/635773141894889025.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6004131/635773141921919929.jpg,http://imagescdn.dealercarsearch.com/Media/9315/6004131/635773141949263329.jpg","Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,CD,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Fog Lights,Front Air Dam,Front Side Airbag,Interval Wipers,Keyless Entry,Passenger Airbag,Power Locks,Power Mirrors,Power Windows,Rear Defroster,Second Row Folding Seat,Side Head Curtain Airbag,Steering Wheel Mounted Controls,Tachometer,Tilt Wheel,Tire Pressure Monitor,Traction Control,Trip Computer,Trunk Anti-Trap Device,Vehicle Stability Control System"
2,1FTRX14W27FA65642,Ford,F-150,XLT SuperCab Long Box 4WD,Automatic,4WD,Truck,2007,2547,,,Gray,4.6L V8 SOHC 16V,8,0,11999,11999,117035,1/22/2016 13:38,Guaranteed financing with down payment and proof of income.,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252541936899.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252581404646.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252622744381.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252662680125.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252700275884.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252737091648.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252780459370.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252818523126.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252864854829.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7007851/635893252942386332.jpg","4x4,Air Conditioning,Alarm System,AM/FM,Anti-Lock Brakes,Automatic Headlights,Cargo Area Tiedowns,CD,Chrome Wheels,Cruise Control,Driver Airbag,Front Air Dam,Front Split Bench Seat,Full Size Spare Tire,Interval Wipers,Keyless Entry,Locking Pickup Truck Tailgate,Passenger Airbag,Pickup Truck Cargo Box Light,Power Locks,Power Mirrors,Power Windows,Second Row Folding Seat,Steel Wheels,Steering Wheel Mounted Controls,Tachometer,Tilt Wheel,Tinted Windows,Tire Pressure Monitor"
2,1D7HU18N16S590869,Dodge,Ram 1500,TRX4 Off Road Quad Cab 4WD,Automatic,4WD,Truck,2006,2543,,,Gy,4.7L V8 SOHC 16V,8,0,0,15499,114000,2/9/2016 13:36,VERY NICE TRUCK!! BIG HORN WITH PLOW  CAP  RUNNING BOARDS  & MORE!! CALL (315) 458-3582 FOR MORE INFO!!,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/7082047/635906324736933311.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7082047/635906324701988639.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7082047/635906324772033986.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7082047/635906324813686787.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7082047/635906324849567477.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7082047/635906324886384185.jpg","4x4,Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,CD,Child Safety Door Locks,Cruise Control,Driver Airbag,Fog Lights,Front Air Dam,Front Split Bench Seat,Full Size Spare Tire,Heated Exterior Mirror,Interval Wipers,Keyless Entry,Limited Slip Differential,Passenger Airbag,Pickup Truck Cargo Box Light,Power Locks,Power Mirrors,Power Windows,Second Row Folding Seat,Skid Plate,Steering Wheel Mounted Controls,Tachometer,Tilt Wheel,Tow Package,Towing Preparation Package,Trip Computer"
2,3GNFK12397G117591,Chevrolet,Avalanche,LTZ 4WD,Automatic,4WD,SUV,2007,2407,,,Bk,5.3L V8 OHV 16V FFV,8,0,0,22999,89000,5/8/2015 13:37,,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/5928385/1431368815706.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928385/1431368833984.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928385/1431368865022.jpg,http://imagescdn.dealercarsearch.com/Media/9315/5928385/1431368873404.jpg","4x4,Adjustable Pedals,Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,Automatic Load-Leveling,Cargo Area Cover,Cargo Area Tiedowns,CD,CD Changer,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Driver Multi-Adjustable Power Seat,Electrochromic Exterior Rearview Mirror,Electrochromic Interior Rearview Mirror,Electronic Parking Aid,Fog Lights,Front Air Dam,Front Power Lumbar Support,Front Power Memory Seat,Full Size Spare Tire,Heated Exterior Mirror,Heated Seats,Interval Wipers,Keyless Entry,Leather Seats,Leather Steering Wheel,Locking Differential,Locking Pickup Truck Tailgate,Passenger Airbag,Passenger Multi-Adjustable Power Seat,Pickup Truck Cargo Box Light,Power Locks,Power Mirrors,Power Windows,Rain Sensing Wipers,Rear Defroster,Remote Ignition,Running Boards,Second Row Folding Seat,Second Row Sound Controls,Separate Driver/Front Passenger Climate Controls,Side Head Curtain Airbag,Skid Plate,Steering Wheel Mounted Controls,Subwoofer,Tachometer,Telematics System,Tilt Wheel,Tinted Windows,Tire Pressure Monitor,Tow Package,Trip Computer,Vehicle Stability Control System,Voice Activated Telephone,Woodgrain"
2,1GNSKJE33BR113118,Chevrolet,Suburban,LT 1500 4WD,Automatic,4WD,SUV,2011,2579,,,Black,5.3L V8 OHV 16V FFV,8,0,0,20999,139923,3/28/2016 12:38,CASH PRICE INCLUDES EXTENDED WARRANTY! LOOKS & RUNS GREAT!! CALL (315) 458-3582 FOR MORE INFO!!,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/7314298/635947671686459854.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7314298/635947671727083814.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7314298/635947671758333014.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7314298/635947671793175872.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7314298/635947671834424816.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7314298/635947671873017578.jpg","4x4,Adjustable Pedals,Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,Cargo Area Tiedowns,CD,Child Safety Door Locks,Cruise Control,Daytime Running Lights,Driver Airbag,Driver Multi-Adjustable Power Seat,Electronic Parking Aid,Fog Lights,Front Side Airbag,Full Size Spare Tire,Heated Exterior Mirror,Interval Wipers,Keyless Entry,Leather Seats,Leather Steering Wheel,Load Bearing Exterior Rack,Locking Differential,Passenger Airbag,Passenger Multi-Adjustable Power Seat,Power Locks,Power Mirrors,Power Windows,Rear Defroster,Rear Wiper,Remote Ignition,Running Boards,Second Row Folding Seat,Second Row Sound Controls,Separate Driver/Front Passenger Climate Controls,Side Head Curtain Airbag,Steering Wheel Mounted Controls,Subwoofer,Tachometer,Telematics System,Third Row Removable Seat,Tilt Wheel,Tinted Windows,Tire Pressure Monitor,Tow Package,Towing Preparation Package,Traction Control,Trip Computer,Vehicle Stability Control System,Voice Activated Telephone"
2,1YVHP80C085M31986,Mazda,MAZDA6,i Sports Sedan Grand Touring,Automatic,FWD,Sedan,2008,2588,,,Black,2.3L L4 DOHC 16V,4,0,7495,7495,110000,3/25/2016 14:35,LOOKS & RUNS GREAT!! CLEAN HISTORY REPORT!! GUARANTEED FINANCING WITH DOWN PAYMENT & PROOF OF INCOME!! CALL (315) 458-3582 FOR MORE INFO!!,U,FALSE,"http://imagescdn.dealercarsearch.com/Media/9315/7304573/635948578765225686.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7304573/635948578800637913.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7304573/635948578833242122.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7304573/635948578870058358.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7304573/635948578909838613.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7304573/635948578948214859.jpg,http://imagescdn.dealercarsearch.com/Media/9315/7304573/635948578985967101.jpg","Air Conditioning,Alarm System,Alloy Wheels,AM/FM,Anti-Lock Brakes,Automatic Headlights,CD,CD Changer,Child Safety Door Locks,Cruise Control,Driver Airbag,Driver Multi-Adjustable Power Seat,Electrochromic Interior Rearview Mirror,Fog Lights,Front Air Dam,Front Side Airbag,Heated Exterior Mirror,Heated Seats,High Intensity Discharge Headlights,Interval Wipers,Keyless Entry,Leather Seats,Leather Steering Wheel,Passenger Airbag,Power Locks,Power Mirrors,Power Windows,Rear Defroster,Second Row Folding Seat,Side Head Curtain Airbag,Steering Wheel Mounted Controls,Subwoofer,Sun Roof,Tachometer,Telescopic Steering Column,Tilt Wheel,Tire Pressure Monitor,Traction Control,Trunk Anti-Trap Device"
